7.802226543426513672e-01 7.238010168075561523e-01 9.097556471824645996e-01 3.109494149684906006e-01 1.006416773796081543e+01
9.022564888000488281e-01 3.215748965740203857e-01 9.299628734588623047e-01 2.316690832376480103e-01 4.081942558288574219e+00
9.229418039321899414e-01 2.524007558822631836e-01 9.386769533157348633e-01 1.981675177812576294e-01 4.090069532394409180e+00
9.366313815116882324e-01 2.062388658523559570e-01 9.511218070983886719e-01 1.657964885234832764e-01 4.050612449645996094e+00
9.475589990615844727e-01 1.718468219041824341e-01 9.597104191780090332e-01 1.410399675369262695e-01 4.061279773712158203e+00
9.556722640991210938e-01 1.433229744434356689e-01 9.643931388854980469e-01 1.216577962040901184e-01 3.995823860168457031e+00
9.630460739135742188e-01 1.205252185463905334e-01 9.699017405509948730e-01 1.061456725001335144e-01 4.004325628280639648e+00
9.680326581001281738e-01 1.037158519029617310e-01 9.740835428237915039e-01 9.418433904647827148e-02 3.944518089294433594e+00
9.718297719955444336e-01 9.004694968461990356e-02 9.754857420921325684e-01 8.956374973058700562e-02 3.984006643295288086e+00
9.748589396476745605e-01 7.993862777948379517e-02 9.762870669364929199e-01 8.485466986894607544e-02 4.012501239776611328e+00
9.775421023368835449e-01 7.129023969173431396e-02 9.786909222602844238e-01 8.009167760610580444e-02 3.944184780120849609e+00
9.798206090927124023e-01 6.378591805696487427e-02 9.782902598381042480e-01 7.670538127422332764e-02 3.901099920272827148e+00
9.813311100006103516e-01 5.791407078504562378e-02 9.794923067092895508e-01 7.497956603765487671e-02 4.125116348266601562e+00
9.830502867698669434e-01 5.199721455574035645e-02 9.806942343711853027e-01 7.337842881679534912e-02 4.068897724151611328e+00
9.846360683441162109e-01 4.741614684462547302e-02 9.812950491905212402e-01 7.237125188112258911e-02 3.869847774505615234e+00
9.857130050659179688e-01 4.319699853658676147e-02 9.811949133872985840e-01 7.185865938663482666e-02 4.071169376373291016e+00
