7.511014938354492188e-01 8.514964580535888672e-01 8.939302563667297363e-01 3.714282214641571045e-01 8.903679132461547852e+00
8.914182782173156738e-01 3.631618916988372803e-01 9.170674085617065430e-01 2.740930318832397461e-01 3.802786111831665039e+00
9.136113524436950684e-01 2.901325821876525879e-01 9.309395551681518555e-01 2.318706214427947998e-01 5.332637548446655273e+00
9.247785806655883789e-01 2.487982064485549927e-01 9.410055875778198242e-01 2.027857452630996704e-01 3.606883764266967773e+00
9.352794289588928223e-01 2.174320220947265625e-01 9.474160671234130859e-01 1.755802333354949951e-01 5.384024858474731445e+00
9.433764219284057617e-01 1.900234669446945190e-01 9.525240063667297363e-01 1.573779284954071045e-01 4.719080448150634766e+00
9.490777850151062012e-01 1.685317009687423706e-01 9.577322006225585938e-01 1.428982615470886230e-01 3.726932525634765625e+00
9.555467367172241211e-01 1.499057859182357788e-01 9.624399542808532715e-01 1.268112212419509888e-01 3.646337509155273438e+00
9.608136415481567383e-01 1.317016631364822388e-01 9.675980806350708008e-01 1.144704073667526245e-01 5.622726678848266602e+00
9.638013243675231934e-01 1.210558339953422546e-01 9.707031846046447754e-01 1.047456413507461548e-01 3.744486570358276367e+00
9.675652980804443359e-01 1.087156459689140320e-01 9.715045094490051270e-01 9.889148175716400146e-02 3.459519624710083008e+00
9.699770808219909668e-01 9.953399002552032471e-02 9.746093750000000000e-01 9.136442840099334717e-02 5.693119525909423828e+00
9.725891351699829102e-01 9.109655767679214478e-02 9.757111668586730957e-01 8.724538236856460571e-02 5.910849809646606445e+00
9.750677943229675293e-01 8.278596401214599609e-02 9.781150221824645996e-01 8.014084398746490479e-02 5.450796127319335938e+00
9.764865636825561523e-01 7.870366424322128296e-02 9.786157608032226562e-01 7.858011871576309204e-02 4.062879800796508789e+00
9.779137969017028809e-01 7.310938090085983276e-02 9.796173572540283203e-01 7.474393397569656372e-02 3.792565822601318359e+00
