7.988382577896118164e-01 6.387957930564880371e-01 9.185195565223693848e-01 2.740362584590911865e-01 1.331891059875488281e+01
9.129912853240966797e-01 2.797395884990692139e-01 9.396911263465881348e-01 2.049407511949539185e-01 4.719021797180175781e+00
9.378114938735961914e-01 1.989965438842773438e-01 9.546147584915161133e-01 1.513435244560241699e-01 4.729700326919555664e+00
9.560558199882507324e-01 1.387020051479339600e-01 9.677357673645019531e-01 1.117694079875946045e-01 4.764647483825683594e+00
9.681702852249145508e-01 9.895377606153488159e-02 9.728064537048339844e-01 9.618075191974639893e-02 4.726435899734497070e+00
9.754534959793090820e-01 7.566629350185394287e-02 9.773137569427490234e-01 8.217266947031021118e-02 4.903602600097656250e+00
9.804274439811706543e-01 5.888644978404045105e-02 9.784154891967773438e-01 7.724384218454360962e-02 4.640192747116088867e+00
9.843062162399291992e-01 4.761340096592903137e-02 9.811071753501892090e-01 7.055683434009552002e-02 4.826471567153930664e+00
9.865872263908386230e-01 3.962401300668716431e-02 9.808067083358764648e-01 7.096059620380401611e-02 4.687523365020751953e+00
9.887802600860595703e-01 3.337641805410385132e-02 9.817082285881042480e-01 7.106547057628631592e-02 4.601991176605224609e+00
9.903848171234130859e-01 2.886995486915111542e-02 9.822090268135070801e-01 6.885889172554016113e-02 4.688076019287109375e+00
9.915594458580017090e-01 2.508027479052543640e-02 9.825094342231750488e-01 6.775364279747009277e-02 4.670067071914672852e+00
9.923793673515319824e-01 2.272112853825092316e-02 9.832981824874877930e-01 6.790959835052490234e-02 4.714993000030517578e+00
9.931994080543518066e-01 1.991470158100128174e-02 9.840995669364929199e-01 6.763262301683425903e-02 4.843183755874633789e+00
9.938315153121948242e-01 1.820530928671360016e-02 9.831104278564453125e-01 6.864956021308898926e-02 4.684083700180053711e+00
9.943093657493591309e-01 1.643977873027324677e-02 9.842873215675354004e-01 6.801684945821762085e-02 4.681926012039184570e+00
